Iteration	Posterior	Likelihood	Prior	anagenetic_dispersal_21	anagenetic_dispersal_31	anagenetic_dispersal_54	anagenetic_dispersal_64	extinction_rates[1]	extinction_rates[2]	extinction_rates[3]	extinction_rates[4]	extinction_rates[5]	extinction_rates[6]	hidden_rate_1	hidden_rate_2	root_frequencies[1]	root_frequencies[2]	root_frequencies[3]	root_frequencies[4]	root_frequencies[5]	root_frequencies[6]	speciation_allopatry	speciation_rates[1]	speciation_rates[2]	speciation_rates[3]	speciation_rates[4]	speciation_rates[5]	speciation_rates[6]	speciation_rates[7]	speciation_rates[8]	speciation_rates[9]	speciation_rates[10]	speciation_rates[11]	speciation_rates[12]	speciation_rates[13]	speciation_rates[14]	speciation_rates[15]	speciation_rates[16]	speciation_wide_sympatry	total_extinction	total_speciation
692325	-5785.726	-5787.176	1.449904	0.01235951	0.1017918	0.2725374	0.1362017	0	0.0257349	0.0698697	0	0.386208	0.282735	0.01021297	3.522864	0.0499384	0.253799	0.299871	0.0641943	0.077048	0.255149	0.1247382	0.20013	0.20013	0.20013	0.20013	0.20013	0.20013	0.0623691	0.0623691	0.20013	0.20013	0.20013	0.20013	0.20013	0.20013	0.0623691	0.0623691	0.4002592	0.7645474	2.651032
692400	-5788.561	-5789.251	0.6899782	0.0139206	0.1033747	0.1688493	0.3707488	0	0.0715271	0.05912	0	0.38716	0.173822	0.03429336	8.05474	0.193823	0.190453	0.209429	0.100005	0.207574	0.0987163	0.06498678	0.209159	0.209159	0.209159	0.209159	0.209159	0.209159	0.0324934	0.0324934	0.209159	0.209159	0.209159	0.209159	0.209159	0.209159	0.0324934	0.0324934	0.4183189	0.6916292	2.639887
692475	-5785.487	-5785.396	-0.0911413	0.01049524	0.07763441	0.1575937	0.3497916	0	0.0372183	0.069475	0	0.157637	0.247206	0.04251694	9.925163	0.0815232	0.133678	0.0746099	0.284647	0.31776	0.107782	0.06092272	0.194297	0.194297	0.194297	0.194297	0.194297	0.194297	0.0304614	0.0304614	0.194297	0.194297	0.194297	0.194297	0.194297	0.194297	0.0304614	0.0304614	0.3885942	0.5115363	2.453411
692550	-5785.143	-5784.96	-0.1825827	0.01071671	0.07521962	0.03031952	1.439868	0	0.0284583	0.071625	0	0.0444732	0.184524	0.007151361	2.139025	0.0326942	0.641661	0.103069	0.0623666	0.0619507	0.0982586	0.08085702	0.197856	0.197856	0.197856	0.197856	0.197856	0.197856	0.0404285	0.0404285	0.197856	0.197856	0.197856	0.197856	0.197856	0.197856	0.0404285	0.0404285	0.3957128	0.3290804	2.535991
692625	-5794.5	-5786.765	-7.73441	0.0161933	0.08998438	0.7817022	0.3224327	0	0.0498368	0.0266836	0	4.00481	0.593596	0.003787688	1.502675	0.0550443	0.130748	0.224151	0.256362	0.103499	0.230196	0.09718767	0.192949	0.192949	0.192949	0.192949	0.192949	0.192949	0.0485938	0.0485938	0.192949	0.192949	0.192949	0.192949	0.192949	0.192949	0.0485938	0.0485938	0.3858981	4.674926	2.509764
692700	-5782.372	-5783.423	1.050568	0.01495422	0.07629977	0.09602333	0.1697322	0	0.0290821	0.0225974	0	0.228213	0.56292	0.005868086	2.628304	0.0343147	0.0708295	0.0434309	0.542146	0.27566	0.0336195	0.1016825	0.185702	0.185702	0.185702	0.185702	0.185702	0.185702	0.0508412	0.0508412	0.185702	0.185702	0.185702	0.185702	0.185702	0.185702	0.0508412	0.0508412	0.3714046	0.8428118	2.431792
692775	-5793.081	-5786.401	-6.679921	0.01162031	0.1170868	0.2101336	0.961443	0	0.0263884	0.0434006	0	0.810828	0.491851	0.01280086	8.258017	0.130023	0.089264	0.25419	0.0152623	0.278043	0.233218	0.1631871	0.185691	0.185691	0.185691	0.185691	0.185691	0.185691	0.0815936	0.0815936	0.185691	0.185691	0.185691	0.185691	0.185691	0.185691	0.0815936	0.0815936	0.3713811	1.372468	2.554661
692850	-5781.237	-5783.791	2.554146	0.01583047	0.0711152	0.1122452	0.1623044	0	0.0253847	0.0450461	0	0.0991355	0.214129	0.01283116	5.195647	0.0351762	0.0746442	0.0222279	0.181311	0.503431	0.183209	0.1353619	0.195459	0.195459	0.195459	0.195459	0.195459	0.195459	0.0676809	0.0676809	0.195459	0.195459	0.195459	0.195459	0.195459	0.195459	0.0676809	0.0676809	0.3909187	0.3836957	2.616236
692925	-5791.337	-5788.099	-3.237566	0.01132271	0.05440415	2.02526	0.8717386	0	0.0254469	0.0396219	0	0.165646	0.352806	0.007829289	1.44071	0.106963	0.228127	0.463428	0.120855	0.0731414	0.00748513	0.2244106	0.174182	0.174182	0.174182	0.174182	0.174182	0.174182	0.112205	0.112205	0.174182	0.174182	0.174182	0.174182	0.174182	0.174182	0.112205	0.112205	0.3483639	0.5835208	2.539004
693000	-5787.44	-5785.784	-1.655651	0.01132554	0.06109628	0.02436506	1.011434	0	0.0324686	0.062836	0	0.800901	0.288385	0.005771606	1.476171	0.0181211	0.189445	0.0775904	0.704278	0.00579393	0.0047722	0.0426334	0.191207	0.191207	0.191207	0.191207	0.191207	0.191207	0.0213167	0.0213167	0.191207	0.191207	0.191207	0.191207	0.191207	0.191207	0.0213167	0.0213167	0.3824143	1.18459	2.379753
693075	-5791.18	-5787.241	-3.938703	0.01421336	0.08332802	0.328341	1.985107	0	0.0544254	0.0339372	0	0.306225	0.942233	0.008374628	2.150619	0.26729	0.178707	0.297719	0.00628782	0.181811	0.0681856	0.2031136	0.199629	0.199629	0.199629	0.199629	0.199629	0.199629	0.101557	0.101557	0.199629	0.199629	0.199629	0.199629	0.199629	0.199629	0.101557	0.101557	0.3992584	1.33682	2.801778
693150	-5783.551	-5783.934	0.3825628	0.01251211	0.08369558	0.0932181	0.3612106	0	0.0328289	0.0102155	0	0.207478	0.0559076	0.007453862	2.936851	0.018555	0.293363	0.0849252	0.00114112	0.203855	0.398161	0.1814622	0.186397	0.186397	0.186397	0.186397	0.186397	0.186397	0.0907311	0.0907311	0.186397	0.186397	0.186397	0.186397	0.186397	0.186397	0.0907311	0.0907311	0.372793	0.3064297	2.599683
693225	-5784.353	-5786.931	2.577198	0.01164274	0.08867315	0.1317525	0.1474418	0	0.0520937	0.0751322	0	0.0296034	0.0825814	0.0388986	7.483135	0.100346	0.469176	0.119007	0.140169	0.0147803	0.156523	0.0592145	0.204049	0.204049	0.204049	0.204049	0.204049	0.204049	0.0296073	0.0296073	0.204049	0.204049	0.204049	0.204049	0.204049	0.204049	0.0296073	0.0296073	0.4080988	0.2394107	2.567022
693300	-5789.519	-5789.008	-0.5109913	0.0075692	0.1010558	0.9837389	0.103794	0	0.0660101	0.0975283	0	0.451625	0.232233	0.0239048	4.423315	0.198714	0.0997171	0.090179	0.38513	0.129815	0.096445	0.07613955	0.202265	0.202265	0.202265	0.202265	0.202265	0.202265	0.0380698	0.0380698	0.202265	0.202265	0.202265	0.202265	0.202265	0.202265	0.0380698	0.0380698	0.4045297	0.8473963	2.579457
693375	-5785.446	-5788.613	3.166156	0.016417	0.09953727	0.3548342	0.2571293	0	0.0481558	0.0845114	0	0.14463	0.501468	0.004497472	1.211618	0.0974567	0.121508	0.0467178	0.0328778	0.287017	0.414422	0.06177392	0.20069	0.20069	0.20069	0.20069	0.20069	0.20069	0.030887	0.030887	0.20069	0.20069	0.20069	0.20069	0.20069	0.20069	0.030887	0.030887	0.4013799	0.7787649	2.531827
693450	-5787.146	-5786.985	-0.160881	0.004634393	0.09811853	0.1338664	0.2574675	0	0.0376998	0.0356977	0	0.991966	0.485522	0.00377695	0.3696964	0.235259	0.0325348	0.230822	0.184757	0.190328	0.1263	0.1316256	0.17862	0.17862	0.17862	0.17862	0.17862	0.17862	0.0658128	0.0658128	0.17862	0.17862	0.17862	0.17862	0.17862	0.17862	0.0658128	0.0658128	0.3572391	1.550886	2.406686
693525	-5781.316	-5784.403	3.087208	0.01210187	0.07184295	0.1917153	0.4405818	0	0.0294873	0.0338697	0	0.0498784	0.313726	0.008014788	1.71173	0.186287	0.00621185	0.0204959	0.616218	0.0898777	0.0809102	0.09132151	0.191008	0.191008	0.191008	0.191008	0.191008	0.191008	0.0456608	0.0456608	0.191008	0.191008	0.191008	0.191008	0.191008	0.191008	0.0456608	0.0456608	0.3820151	0.4269613	2.474734
693600	-5784.654	-5787.884	3.230742	0.0105111	0.1104875	0.1274548	0.1945821	0	0.0820409	0.0650282	0	0.155787	0.114383	0.008893525	3.650404	0.0461056	0.22012	0.143942	0.285328	0.0841715	0.220333	0.06037051	0.214649	0.214649	0.214649	0.214649	0.214649	0.214649	0.0301853	0.0301853	0.214649	0.214649	0.214649	0.214649	0.214649	0.214649	0.0301853	0.0301853	0.429297	0.4172394	2.696523
693675	-5783.911	-5787.699	3.787759	0.01169704	0.07497228	0.2450312	0.09260677	0	0.0438466	0.0485961	0	0.65053	0.221191	0.01573001	2.194477	0.056196	0.203282	0.187793	0.0434505	0.225492	0.283786	0.06077342	0.193466	0.193466	0.193466	0.193466	0.193466	0.193466	0.0303867	0.0303867	0.193466	0.193466	0.193466	0.193466	0.193466	0.193466	0.0303867	0.0303867	0.3869316	0.9641636	2.443136
693750	-5783.798	-5785.866	2.067522	0.01216077	0.09056422	0.1002443	0.2242362	0	0.0622765	0.0580526	0	0.0773081	0.425415	0.01096066	4.376953	0.162832	0.0914975	0.0795547	0.211617	0.0748718	0.379627	0.1579167	0.20439	0.20439	0.20439	0.20439	0.20439	0.20439	0.0789584	0.0789584	0.20439	0.20439	0.20439	0.20439	0.20439	0.20439	0.0789584	0.0789584	0.4087797	0.6230517	2.768511
693825	-5782.229	-5785.625	3.396294	0.01739357	0.06218486	0.05994859	0.2758925	0	0.0270695	0.0449526	0	0.0729061	0.161349	0.01337783	4.106771	0.11543	0.138066	0.104012	0.264523	0.235152	0.142818	0.1517936	0.196615	0.196615	0.196615	0.196615	0.196615	0.196615	0.0758968	0.0758968	0.196615	0.196615	0.196615	0.196615	0.196615	0.196615	0.0758968	0.0758968	0.3932303	0.3062772	2.662969
693900	-5784.356	-5788.281	3.925028	0.01446082	0.06824886	0.3236125	0.5748386	0	0.0316766	0.0666447	0	0.217209	0.443252	0.007656731	0.7657392	0.0170018	0.0294508	0.179036	0.543973	0.187323	0.0432152	0.05870859	0.20052	0.20052	0.20052	0.20052	0.20052	0.20052	0.0293543	0.0293543	0.20052	0.20052	0.20052	0.20052	0.20052	0.20052	0.0293543	0.0293543	0.4010398	0.7587822	2.523656
693975	-5786.125	-5786.251	0.1257676	0.01358184	0.07508116	0.09398489	1.369456	0	0.055976	0.0522023	0	0.221303	0.288179	0.02062657	4.443363	0.131256	0.148075	0.0415878	0.0436619	0.598859	0.0365597	0.1052363	0.208829	0.208829	0.208829	0.208829	0.208829	0.208829	0.0526182	0.0526182	0.208829	0.208829	0.208829	0.208829	0.208829	0.208829	0.0526182	0.0526182	0.4176572	0.6176609	2.716416
694050	-5786.983	-5786.77	-0.2127762	0.01205316	0.1016658	0.1983608	0.2272752	0	0.0541629	0.024748	0	0.272183	0.330612	0.009607974	4.743069	0.122638	0.0274993	0.159431	0.199493	0.452568	0.0383704	0.2164652	0.208595	0.208595	0.208595	0.208595	0.208595	0.208595	0.108233	0.108233	0.208595	0.208595	0.208595	0.208595	0.208595	0.208595	0.108233	0.108233	0.4171905	0.6817056	2.936073
694125	-5787.916	-5788.367	0.4511129	0.009513483	0.08778666	0.9754444	0.3147238	0	0.0581093	0.0108843	0	0.0987546	0.235638	0.006737599	1.047613	0.300389	0.104521	0.128128	0.293434	0.0242613	0.149267	0.1529483	0.197203	0.197203	0.197203	0.197203	0.197203	0.197203	0.0764742	0.0764742	0.197203	0.197203	0.197203	0.197203	0.197203	0.197203	0.0764742	0.0764742	0.3944054	0.4033859	2.672329
694200	-5783.053	-5785.662	2.609372	0.01548742	0.07121936	0.06738776	0.2874524	0	0.0310643	0.057914	0	0.246542	0.089979	0.02293253	5.996419	0.0819068	0.467727	0.204985	0.111809	0.00924443	0.124327	0.05809073	0.19328	0.19328	0.19328	0.19328	0.19328	0.19328	0.0290454	0.0290454	0.19328	0.19328	0.19328	0.19328	0.19328	0.19328	0.0290454	0.0290454	0.3865603	0.4254994	2.435543
694275	-5790.333	-5785.747	-4.585858	0.006700133	0.09986788	0.2509732	0.1743233	0	0.0224593	0.0472719	0	1.237	3.90182	0.005211135	0.2779601	0.579794	0.0390167	0.0300854	0.179225	0.0444352	0.127444	0.1260988	0.17713	0.17713	0.17713	0.17713	0.17713	0.17713	0.0630494	0.0630494	0.17713	0.17713	0.17713	0.17713	0.17713	0.17713	0.0630494	0.0630494	0.3542591	5.208547	2.377752
694350	-5787.131	-5785.536	-1.595195	0.01293923	0.09901605	0.140011	0.1492271	0	0.0348809	0.0487789	0	0.319249	3.53389	0.009785525	1.916168	0.148697	0.0821878	0.0310717	0.313127	0.300856	0.12406	0.1175994	0.188017	0.188017	0.188017	0.188017	0.188017	0.188017	0.0587997	0.0587997	0.188017	0.188017	0.188017	0.188017	0.188017	0.188017	0.0587997	0.0587997	0.3760334	3.936795	2.491399
694425	-5785.262	-5785.734	0.4715037	0.01434781	0.06940591	0.4359796	0.4077098	0	0.0271822	0.0428158	0	1.41916	0.140101	0.002568053	0.1664055	0.289978	0.0445749	0.200742	0.292304	0.0917808	0.0806202	0.1109267	0.18747	0.18747	0.18747	0.18747	0.18747	0.18747	0.0554633	0.0554633	0.18747	0.18747	0.18747	0.18747	0.18747	0.18747	0.0554633	0.0554633	0.3749408	1.629259	2.471498
694500	-5783.243	-5785.081	1.83766	0.01646504	0.08245438	0.05954191	0.1457532	0	0.0444177	0.0635751	0	0.377735	0.436433	0.01017569	4.18868	0.031216	0.126813	0.16101	0.0537948	0.478485	0.148682	0.1015004	0.199639	0.199639	0.199639	0.199639	0.199639	0.199639	0.0507502	0.0507502	0.199639	0.199639	0.199639	0.199639	0.199639	0.199639	0.0507502	0.0507502	0.3992773	0.922161	2.598664
694575	-5784.03	-5788.564	4.533444	0.02074415	0.07664563	0.02985261	0.2483368	0	0.0187159	0.0557059	0	0.107995	0.269476	0.005423017	1.246182	0.0764391	0.130495	0.300895	0.273927	0.0468862	0.171358	0.1167603	0.178045	0.178045	0.178045	0.178045	0.178045	0.178045	0.0583801	0.0583801	0.178045	0.178045	0.178045	0.178045	0.178045	0.178045	0.0583801	0.0583801	0.3560903	0.4518922	2.370063
694650	-5787.637	-5790.827	3.189938	0.01416311	0.06055828	0.04142491	0.02308733	0	0.0728279	0.0314027	0	0.230192	0.117509	0.01563209	3.847159	0.00459938	0.18856	0.381217	0.316363	0.029391	0.0798705	0.1011298	0.216566	0.216566	0.216566	0.216566	0.216566	0.216566	0.0505649	0.0505649	0.216566	0.216566	0.216566	0.216566	0.216566	0.216566	0.0505649	0.0505649	0.4331316	0.451932	2.801049
694725	-5784.264	-5785.409	1.144995	0.009937881	0.08969065	0.1072627	0.2756908	0	0.021518	0.0120564	0	0.224506	0.455017	0.01273989	2.155046	0.0727344	0.0769145	0.192579	0.39507	0.0983858	0.164316	0.129067	0.186153	0.186153	0.186153	0.186153	0.186153	0.186153	0.0645335	0.0645335	0.186153	0.186153	0.186153	0.186153	0.186153	0.186153	0.0645335	0.0645335	0.3723052	0.7130973	2.491965
694800	-5789.077	-5795.171	6.094075	0.01256655	0.0799447	0.01958836	0.4979531	0	0.0771034	0.0668831	0	0.032863	0.115162	0.01736842	1.168471	0.102499	0.706018	0.0316966	0.0691963	0.024042	0.0665482	0.1038732	0.207232	0.207232	0.207232	0.207232	0.207232	0.207232	0.0519366	0.0519366	0.207232	0.207232	0.207232	0.207232	0.207232	0.207232	0.0519366	0.0519366	0.4144633	0.2920119	2.694526
694875	-5794.096	-5790.622	-3.473505	0.01059053	0.08537298	0.04267637	0.6614563	0	0.042423	0.0893076	0	4.38516	0.203592	0.01196885	1.693311	0.024466	0.00815895	0.244134	0.0947817	0.334186	0.294274	0.1734353	0.190826	0.190826	0.190826	0.190826	0.190826	0.190826	0.0867176	0.0867176	0.190826	0.190826	0.190826	0.190826	0.190826	0.190826	0.0867176	0.0867176	0.3816519	4.720487	2.636782
694950	-5785.269	-5786.116	0.8467146	0.01330015	0.07595502	0.1383809	0.2240706	0	0.0274859	0.0532422	0	0.814119	0.257715	0.01491758	4.062662	0.0484019	0.151803	0.0855295	0.444087	0.240895	0.0292836	0.06091637	0.180058	0.180058	0.180058	0.180058	0.180058	0.180058	0.0304582	0.0304582	0.180058	0.180058	0.180058	0.180058	0.180058	0.180058	0.0304582	0.0304582	0.3601165	1.152563	2.282532
695025	-5783.642	-5787.91	4.267658	0.01564103	0.08348147	0.2882083	0.1765581	0	0.0472327	0.0897155	0	0.075706	0.655325	0.006431422	1.234084	0.0433537	0.13198	0.184277	0.122023	0.247039	0.271327	0.06587873	0.201035	0.201035	0.201035	0.201035	0.201035	0.201035	0.0329394	0.0329394	0.201035	0.201035	0.201035	0.201035	0.201035	0.201035	0.0329394	0.0329394	0.4020709	0.8679793	2.544183
695100	-5783.349	-5786.232	2.882554	0.01587482	0.07949772	0.1006344	0.07153957	0	0.0235501	0.0568656	0	0.173434	0.54413	0.005054601	1.771193	0.140816	0.0338704	0.342907	0.110241	0.302528	0.0696374	0.1717262	0.181091	0.181091	0.181091	0.181091	0.181091	0.181091	0.0858631	0.0858631	0.181091	0.181091	0.181091	0.181091	0.181091	0.181091	0.0858631	0.0858631	0.3621827	0.7979789	2.516549
695175	-5782.759	-5784.709	1.949678	0.01637802	0.06620458	0.1868123	0.691537	0	0.0261932	0.0479639	0	0.318664	0.0736519	0.006691069	2.075154	0.0104393	0.177754	0.356024	0.10629	0.342366	0.00712689	0.1030134	0.198529	0.198529	0.198529	0.198529	0.198529	0.198529	0.0515067	0.0515067	0.198529	0.198529	0.198529	0.198529	0.198529	0.198529	0.0515067	0.0515067	0.397059	0.466473	2.588381
695250	-5788.468	-5789.747	1.278852	0.02112033	0.07708106	0.045968	0.2593578	0	0.04783	0.039253	0	1.05436	0.320811	0.0155702	3.278249	0.100756	0.380944	0.317293	0.0375187	0.035316	0.128172	0.178877	0.203526	0.203526	0.203526	0.203526	0.203526	0.203526	0.0894385	0.0894385	0.203526	0.203526	0.203526	0.203526	0.203526	0.203526	0.0894385	0.0894385	0.4070528	1.46225	2.800071
695325	-5785.755	-5784.541	-1.213967	0.01399728	0.07623767	0.05347846	1.661384	0	0.0376083	0.0317934	0	0.147188	0.170571	0.0105412	4.283641	0.0434435	0.243394	0.218738	0.320296	0.0439756	0.130153	0.07554494	0.189002	0.189002	0.189002	0.189002	0.189002	0.189002	0.0377725	0.0377725	0.189002	0.189002	0.189002	0.189002	0.189002	0.189002	0.0377725	0.0377725	0.3780033	0.3871607	2.41911
695400	-5789.073	-5789.396	0.3231804	0.01111268	0.0953646	0.1080281	0.4249755	0	0.0636852	0.0257399	0	0.668786	0.312578	0.01068245	2.756945	0.0101779	0.0462056	0.128308	0.0254466	0.581192	0.208669	0.03894876	0.198888	0.198888	0.198888	0.198888	0.198888	0.198888	0.0194744	0.0194744	0.198888	0.198888	0.198888	0.198888	0.198888	0.198888	0.0194744	0.0194744	0.397776	1.070788	2.464553
695475	-5783.294	-5786.146	2.851434	0.009453757	0.08345888	0.06723933	0.2665231	0	0.0520021	0.0603215	0	0.114853	0.140848	0.03026839	6.0521	0.00237233	0.107202	0.354695	0.196908	0.11463	0.224192	0.08880999	0.201898	0.201898	0.201898	0.201898	0.201898	0.201898	0.044405	0.044405	0.201898	0.201898	0.201898	0.201898	0.201898	0.201898	0.044405	0.044405	0.4037952	0.3680247	2.600391
695550	-5789.532	-5788.608	-0.9238282	0.01166524	0.09084957	0.1145756	0.4042676	0	0.0434429	0.0640381	0	0.416141	0.57579	0.02981103	7.345997	0.0108798	0.30269	0.104581	0.114553	0.290254	0.177042	0.06874091	0.180251	0.180251	0.180251	0.180251	0.180251	0.180251	0.0343705	0.0343705	0.180251	0.180251	0.180251	0.180251	0.180251	0.180251	0.0343705	0.0343705	0.3605029	1.099412	2.300499
695625	-5786.947	-5785.935	-1.012094	0.009680972	0.08539655	0.3322157	0.2539142	0	0.0713255	0.0468915	0	0.132225	0.234624	0.01264178	8.218607	0.00772637	0.0866158	0.11298	0.231923	0.0520986	0.508656	0.1067317	0.201916	0.201916	0.201916	0.201916	0.201916	0.201916	0.0533659	0.0533659	0.201916	0.201916	0.201916	0.201916	0.201916	0.201916	0.0533659	0.0533659	0.4038312	0.4850663	2.636451
695700	-5786.932	-5785.746	-1.186327	0.01756973	0.09246755	0.1203566	0.2712223	0	0.0229534	0.0435194	0	0.114395	0.38348	0.02211178	11.41686	0.525787	0.0625989	0.0596271	0.101408	0.159761	0.0908181	0.1189316	0.194878	0.194878	0.194878	0.194878	0.194878	0.194878	0.0594658	0.0594658	0.194878	0.194878	0.194878	0.194878	0.194878	0.194878	0.0594658	0.0594658	0.3897556	0.5643478	2.576397
695775	-5790.56	-5788.619	-1.940424	0.008190767	0.09859161	0.2225889	0.2749432	0	0.0983128	0.0912817	0	0.179098	0.697675	0.02205138	7.906097	0.0725157	0.330566	0.0131535	0.344755	0.00312808	0.235882	0.04665821	0.226415	0.226415	0.226415	0.226415	0.226415	0.226415	0.0233291	0.0233291	0.226415	0.226415	0.226415	0.226415	0.226415	0.226415	0.0233291	0.0233291	0.4528307	1.066367	2.810301
695850	-5790.035	-5786.081	-3.953931	0.004624077	0.09430193	0.3061993	0.7848744	0	0.0470485	0.0495409	0	0.365656	0.0535954	0.01704265	6.565153	0.237502	0.203574	0.149769	0.00844246	0.0643869	0.336326	0.1446244	0.204341	0.204341	0.204341	0.204341	0.204341	0.204341	0.0723122	0.0723122	0.204341	0.204341	0.204341	0.204341	0.204341	0.204341	0.0723122	0.0723122	0.4086827	0.5158413	2.741345
695925	-5787.57	-5785.823	-1.747111	0.01559248	0.07926659	0.4869034	0.1216849	0	0.0425222	0.0557477	0	0.551286	0.595889	0.01310144	5.637154	0.351253	0.324098	0.131293	0.00630921	0.0764955	0.110551	0.1528199	0.208438	0.208438	0.208438	0.208438	0.208438	0.208438	0.07641	0.07641	0.208438	0.208438	0.208438	0.208438	0.208438	0.208438	0.07641	0.07641	0.416875	1.245445	2.80689
696000	-5787.563	-5786.688	-0.8750819	0.01425653	0.09092268	0.3191666	0.7541558	0	0.0414164	0.0611913	0	0.368983	0.534034	0.009586798	2.943427	0.284005	0.0661765	0.101926	0.00460077	0.390825	0.152466	0.1778955	0.205952	0.205952	0.205952	0.205952	0.205952	0.205952	0.0889478	0.0889478	0.205952	0.205952	0.205952	0.205952	0.205952	0.205952	0.0889478	0.0889478	0.4119034	1.005624	2.827212
696075	-5791.838	-5792.335	0.4966585	0.01545416	0.06282314	0.7629114	0.2951484	0	0.010682	0.0612828	0	0.0594805	0.0555658	0.01772596	3.258036	0.266751	0.019457	0.0264535	0.00111875	0.205992	0.480227	0.2246469	0.205517	0.205517	0.205517	0.205517	0.205517	0.205517	0.112323	0.112323	0.205517	0.205517	0.205517	0.205517	0.205517	0.205517	0.112323	0.112323	0.4110338	0.187011	2.915497
696150	-5790.505	-5785.776	-4.728395	0.01274304	0.1111956	0.04404972	0.127978	0	0.0324088	0.0446505	0	0.447587	0.713745	0.004205766	6.45943	0.231797	0.148695	0.0134777	0.00196715	0.36813	0.235933	0.2164871	0.186985	0.186985	0.186985	0.186985	0.186985	0.186985	0.108244	0.108244	0.186985	0.186985	0.186985	0.186985	0.186985	0.186985	0.108244	0.108244	0.3739697	1.238391	2.676793
696225	-5786.432	-5785.702	-0.7303704	0.009759761	0.09298839	0.07252751	0.6360194	0	0.0687797	0.0645587	0	0.14254	0.351506	0.01479511	6.752274	0.155121	0.0945154	0.0547204	0.0734523	0.0173177	0.604874	0.06489782	0.198654	0.198654	0.198654	0.198654	0.198654	0.198654	0.0324489	0.0324489	0.198654	0.198654	0.198654	0.198654	0.198654	0.198654	0.0324489	0.0324489	0.3973077	0.627384	2.513642
696300	-5786.251	-5789.084	2.833284	0.008043205	0.09368812	0.5585407	0.1503372	0	0.0377964	0.041027	0	0.8129	0.212474	0.006839524	0.5009038	0.0953494	0.386132	0.348073	0.0628218	0.0808307	0.0267932	0.1096671	0.204242	0.204242	0.204242	0.204242	0.204242	0.204242	0.0548336	0.0548336	0.204242	0.204242	0.204242	0.204242	0.204242	0.204242	0.0548336	0.0548336	0.4084834	1.104198	2.670235
696375	-5784.565	-5786.091	1.525875	0.01282472	0.08714873	0.08674705	0.04977912	0	0.0425841	0.0668924	0	0.0765664	0.724801	0.008968373	3.735726	0.101912	0.0411153	0.345119	0.214409	0.0915383	0.205907	0.178836	0.191057	0.191057	0.191057	0.191057	0.191057	0.191057	0.089418	0.089418	0.191057	0.191057	0.191057	0.191057	0.191057	0.191057	0.089418	0.089418	0.3821144	0.9108441	2.650359
696450	-5784.807	-5788.701	3.894335	0.01712056	0.05761972	0.5962744	0.2069545	0	0.0333682	0.0738159	0	0.103555	0.0711803	0.01465351	2.937326	0.0228894	0.28198	0.448298	0.157114	0.0514595	0.0382598	0.06077804	0.202597	0.202597	0.202597	0.202597	0.202597	0.202597	0.030389	0.030389	0.202597	0.202597	0.202597	0.202597	0.202597	0.202597	0.030389	0.030389	0.4051947	0.2819191	2.552724
696525	-5783.202	-5785.138	1.935358	0.01022149	0.09312279	0.6001349	0.06256204	0	0.0266281	0.0582587	0	0.116798	0.163825	0.01265195	3.513418	0.180935	0.184141	0.223874	0.00767728	0.0342951	0.369078	0.1301885	0.192958	0.192958	0.192958	0.192958	0.192958	0.192958	0.0650942	0.0650942	0.192958	0.192958	0.192958	0.192958	0.192958	0.192958	0.0650942	0.0650942	0.3859154	0.3655095	2.575869
696600	-5790.739	-5785.168	-5.571151	0.01613613	0.06350837	0.04532847	0.4109547	0	0.0205647	0.0362124	0	0.0593301	1.10062	0.01158952	10.5921	0.0213788	0.486128	0.173332	0.0313262	0.0659949	0.221839	0.1842603	0.203142	0.203142	0.203142	0.203142	0.203142	0.203142	0.0921301	0.0921301	0.203142	0.203142	0.203142	0.203142	0.203142	0.203142	0.0921301	0.0921301	0.4062836	1.216724	2.806222
696675	-5786.898	-5785.53	-1.368074	0.009355837	0.09468953	0.3713386	0.1081462	0	0.0495643	0.0602064	0	0.611444	0.231926	0.02619929	8.102955	0.242463	0.11114	0.226264	0.39573	0.022892	0.00151032	0.1514152	0.192241	0.192241	0.192241	0.192241	0.192241	0.192241	0.0757076	0.0757076	0.192241	0.192241	0.192241	0.192241	0.192241	0.192241	0.0757076	0.0757076	0.3844819	0.9531399	2.609722
696750	-5783.146	-5785.67	2.524204	0.009239213	0.08899856	0.07254254	0.2327848	0	0.0297537	0.0449437	0	0.268346	0.126172	0.01688179	4.138172	0.11767	0.0279151	0.0681676	0.227179	0.290532	0.268536	0.1165623	0.202377	0.202377	0.202377	0.202377	0.202377	0.202377	0.0582811	0.0582811	0.202377	0.202377	0.202377	0.202377	0.202377	0.202377	0.0582811	0.0582811	0.4047531	0.4692147	2.661643
696825	-5785.851	-5789.564	3.712909	0.01539648	0.06148292	0.04348633	0.02887158	0	0.0264571	0.0391984	0	0.281427	0.230061	0.01323708	2.322851	0.193469	0.250473	0.0485172	0.363756	0.0549602	0.0888256	0.2374204	0.189525	0.189525	0.189525	0.189525	0.189525	0.189525	0.11871	0.11871	0.189525	0.189525	0.189525	0.189525	0.189525	0.189525	0.11871	0.11871	0.3790491	0.5771441	2.749136
