Iteration	Posterior	Likelihood	Prior	anagenetic_dispersal_21	anagenetic_dispersal_31	anagenetic_dispersal_54	anagenetic_dispersal_64	extinction_rates[1]	extinction_rates[2]	extinction_rates[3]	extinction_rates[4]	extinction_rates[5]	extinction_rates[6]	hidden_rate_1	hidden_rate_2	root_frequencies[1]	root_frequencies[2]	root_frequencies[3]	root_frequencies[4]	root_frequencies[5]	root_frequencies[6]	speciation_allopatry	speciation_rates[1]	speciation_rates[2]	speciation_rates[3]	speciation_rates[4]	speciation_rates[5]	speciation_rates[6]	speciation_rates[7]	speciation_rates[8]	speciation_rates[9]	speciation_rates[10]	speciation_rates[11]	speciation_rates[12]	speciation_rates[13]	speciation_rates[14]	speciation_rates[15]	speciation_rates[16]	speciation_wide_sympatry	total_extinction	total_speciation
86850	-5792.433	-5785.939	-6.494817	0.01126567	0.1075098	0.01703029	0.9140414	0	0.0716538	0.0898409	0	0.452621	0.230817	0.009248107	10.86669	0.552851	0.0753391	0.0185391	0.0644636	0.284984	0.00382379	0.05171292	0.20416	0.20416	0.20416	0.20416	0.20416	0.20416	0.0258565	0.0258565	0.20416	0.20416	0.20416	0.20416	0.20416	0.20416	0.0258565	0.0258565	0.4083193	0.8449322	2.553342
86925	-5793.535	-5790.327	-3.208029	0.0160504	0.08255064	0.1042507	2.352765	0	0.0470024	0.0583185	0	0.592372	0.386689	0.05004005	5.804943	0.060076	0.227644	0.501669	0.0412244	0.165859	0.00352763	0.1000816	0.202282	0.202282	0.202282	0.202282	0.202282	0.202282	0.0500408	0.0500408	0.202282	0.202282	0.202282	0.202282	0.202282	0.202282	0.0500408	0.0500408	0.4045647	1.084383	2.627552
87000	-5787.748	-5787.711	-0.03681789	0.01367064	0.06991634	0.1738898	0.1392224	0	0.0285397	0.0419492	0	0.105845	0.655875	0.02812702	7.434868	0.155974	0.0742206	0.0998784	0.0178473	0.517148	0.134932	0.2319537	0.186019	0.186019	0.186019	0.186019	0.186019	0.186019	0.115977	0.115977	0.186019	0.186019	0.186019	0.186019	0.186019	0.186019	0.115977	0.115977	0.3720375	0.8322091	2.696133
87075	-5792.474	-5784.808	-7.665329	0.01568865	0.05918624	0.3145437	0.4398354	0	0.0246968	0.0729333	0	0.449313	0.105962	0.009036245	21.68184	0.00562632	0.260723	0.0120675	0.0837753	0.565614	0.0721942	0.1041347	0.187353	0.187353	0.187353	0.187353	0.187353	0.187353	0.0520673	0.0520673	0.187353	0.187353	0.187353	0.187353	0.187353	0.187353	0.0520673	0.0520673	0.3747052	0.6529053	2.456501
87150	-5790.086	-5787.03	-3.056033	0.01091686	0.08058314	0.1981347	0.1173628	0	0.069792	0.0873588	0	0.348453	0.142346	0.07468284	20.3327	0.367838	0.084273	0.0432443	0.03498	0.177762	0.291903	0.03700278	0.207403	0.207403	0.207403	0.207403	0.207403	0.207403	0.0185014	0.0185014	0.207403	0.207403	0.207403	0.207403	0.207403	0.207403	0.0185014	0.0185014	0.4148057	0.6479489	2.56284
87225	-5795.719	-5789.814	-5.90525	0.01447927	0.05521379	0.1359332	0.6627224	0	0.0330761	0.104606	0	0.0423944	0.564781	0.09461703	21.42927	0.00968812	0.0633207	0.0198929	0.870576	0.0327327	0.00378958	0.03918096	0.194389	0.194389	0.194389	0.194389	0.194389	0.194389	0.0195905	0.0195905	0.194389	0.194389	0.194389	0.194389	0.194389	0.194389	0.0195905	0.0195905	0.3887781	0.7448573	2.41103
87300	-5791.633	-5784.484	-7.148423	0.01285934	0.07809808	0.665709	0.7857219	0	0.0275435	0.0818872	0	0.0728672	0.209662	0.02799243	20.55045	0.276707	0.0412657	0.188647	0.10349	0.377462	0.0124277	0.05413365	0.195999	0.195999	0.195999	0.195999	0.195999	0.195999	0.0270668	0.0270668	0.195999	0.195999	0.195999	0.195999	0.195999	0.195999	0.0270668	0.0270668	0.3919982	0.3919597	2.460257
87375	-5788.88	-5783.977	-4.903017	0.01094418	0.09458732	0.04079034	0.08210374	0	0.0300596	0.0705382	0	0.0405855	1.31674	0.01749225	13.10717	0.228074	0.173003	0.0533391	0.103234	0.029775	0.412575	0.08605539	0.191099	0.191099	0.191099	0.191099	0.191099	0.191099	0.0430277	0.0430277	0.191099	0.191099	0.191099	0.191099	0.191099	0.191099	0.0430277	0.0430277	0.3821975	1.457925	2.465296
87450	-5789.436	-5785.619	-3.81789	0.01018311	0.08847192	0.4205579	0.05059314	0	0.0133729	0.0374028	0	0.176614	0.246665	0.05569099	13.49373	0.116019	0.115382	0.258905	0.146882	0.341442	0.0213704	0.2123052	0.18779	0.18779	0.18779	0.18779	0.18779	0.18779	0.106153	0.106153	0.18779	0.18779	0.18779	0.18779	0.18779	0.18779	0.106153	0.106153	0.3755799	0.4740551	2.67809
87525	-5787.323	-5787.703	0.3794419	0.02124002	0.07188557	0.6434224	0.337614	0	0.0369956	0.040253	0	0.115351	0.232834	0.01425322	5.811255	0.03667	0.116602	0.0079125	0.121084	0.267245	0.450486	0.1011288	0.190294	0.190294	0.190294	0.190294	0.190294	0.190294	0.0505644	0.0505644	0.190294	0.190294	0.190294	0.190294	0.190294	0.190294	0.0505644	0.0505644	0.3805883	0.4254341	2.485788
87600	-5794.291	-5786.911	-7.380697	0.01154781	0.1078365	0.07412005	1.422686	0	0.0318964	0.0665207	0	0.0845405	0.35685	0.009470642	14.45721	0.232092	0.279053	0.125135	0.0494158	0.164354	0.149951	0.2025297	0.184131	0.184131	0.184131	0.184131	0.184131	0.184131	0.101265	0.101265	0.184131	0.184131	0.184131	0.184131	0.184131	0.184131	0.101265	0.101265	0.3682618	0.5398075	2.61463
87675	-5784.543	-5784.921	0.3780344	0.01600944	0.08444844	0.2340272	0.2471497	0	0.0403797	0.0574583	0	0.171039	0.124146	0.009049565	6.961707	0.0912752	0.103989	0.255121	0.311126	0.134565	0.103924	0.1623905	0.203099	0.203099	0.203099	0.203099	0.203099	0.203099	0.0811952	0.0811952	0.203099	0.203099	0.203099	0.203099	0.203099	0.203099	0.0811952	0.0811952	0.4061984	0.3930231	2.761972
87750	-5784.748	-5787.967	3.218144	0.008207111	0.09474696	0.19412	0.2623947	0	0.0359256	0.0631442	0	0.295036	0.265411	0.01411461	2.399826	0.213249	0.0840197	0.00358842	0.0707028	0.406506	0.221934	0.05198055	0.182048	0.182048	0.182048	0.182048	0.182048	0.182048	0.0259903	0.0259903	0.182048	0.182048	0.182048	0.182048	0.182048	0.182048	0.0259903	0.0259903	0.3640955	0.6595168	2.288534
87825	-5792.846	-5798.019	5.172768	0.02516839	0.06420855	0.2354951	0.1129999	0	0.0189205	0.0940554	0	0.473888	1.0265	0.01039476	0.4943024	0.0520305	0.161836	0.0228197	0.397322	0.148288	0.217703	0.05641887	0.183574	0.183574	0.183574	0.183574	0.183574	0.183574	0.0282094	0.0282094	0.183574	0.183574	0.183574	0.183574	0.183574	0.183574	0.0282094	0.0282094	0.3671471	1.613361	2.31572
87900	-5786.472	-5786.389	-0.08289981	0.01001656	0.09774337	0.02960339	1.296806	0	0.0277174	0.0371221	0	0.134432	0.0831765	0.01835243	3.878321	0.24737	0.57385	0.0597217	0.0249379	0.0384998	0.0556209	0.08305937	0.18382	0.18382	0.18382	0.18382	0.18382	0.18382	0.0415297	0.0415297	0.18382	0.18382	0.18382	0.18382	0.18382	0.18382	0.0415297	0.0415297	0.3676404	0.2824479	2.371961
87975	-5781.496	-5786.616	5.119822	0.01816783	0.06518432	0.2671278	0.1973677	0	0.0279936	0.0430319	0	0.116044	0.108135	0.006363036	1.50207	0.493934	0.0856696	0.0359962	0.0235322	0.143091	0.217777	0.1415912	0.199354	0.199354	0.199354	0.199354	0.199354	0.199354	0.0707956	0.0707956	0.199354	0.199354	0.199354	0.199354	0.199354	0.199354	0.0707956	0.0707956	0.3987084	0.2952044	2.675433
88050	-5788.634	-5791.74	3.106193	0.019422	0.05065293	0.1816985	0.1513974	0	0.0508463	0.0555632	0	0.698869	0.120732	0.02158013	4.398792	0.04858	0.0661522	0.257303	0.115831	0.475391	0.036743	0.09879931	0.193947	0.193947	0.193947	0.193947	0.193947	0.193947	0.0493997	0.0493997	0.193947	0.193947	0.193947	0.193947	0.193947	0.193947	0.0493997	0.0493997	0.3878947	0.9260112	2.524967
88125	-5789.033	-5786.436	-2.596956	0.01293145	0.09318914	0.1285538	0.6080025	0	0.0462614	0.0366849	0	0.449819	0.412166	0.02881422	8.723039	0.0704038	0.0574086	0.267139	0.069725	0.529675	0.00564852	0.1882777	0.207163	0.207163	0.207163	0.207163	0.207163	0.207163	0.0941388	0.0941388	0.207163	0.207163	0.207163	0.207163	0.207163	0.207163	0.0941388	0.0941388	0.4143251	0.9449314	2.862506
88200	-5788.965	-5785.656	-3.308782	0.009629886	0.1213069	0.2709637	0.3562231	0	0.0508049	0.0634533	0	0.026906	0.295497	0.007367536	8.295436	0.434447	0.0497656	0.223008	0.106807	0.0202692	0.165703	0.1252701	0.195005	0.195005	0.195005	0.195005	0.195005	0.195005	0.062635	0.062635	0.195005	0.195005	0.195005	0.195005	0.195005	0.195005	0.062635	0.062635	0.39001	0.4366607	2.5906
88275	-5787.879	-5783.94	-3.939215	0.01384994	0.07632811	0.4305336	0.5724132	0	0.0476309	0.0467088	0	0.524562	0.303939	0.00776229	6.56678	0.168636	0.131639	0.267242	0.0917294	0.233805	0.106948	0.1325998	0.194809	0.194809	0.194809	0.194809	0.194809	0.194809	0.0662999	0.0662999	0.194809	0.194809	0.194809	0.194809	0.194809	0.194809	0.0662999	0.0662999	0.3896179	0.9228405	2.602907
88350	-5785.088	-5787.136	2.047879	0.01337724	0.0961218	0.3760178	0.1382233	0	0.0634855	0.0790138	0	0.493375	0.0308972	0.009724032	3.092248	0.116452	0.137246	0.193096	0.387144	0.0274251	0.138637	0.1121556	0.201499	0.201499	0.201499	0.201499	0.201499	0.201499	0.0560778	0.0560778	0.201499	0.201499	0.201499	0.201499	0.201499	0.201499	0.0560778	0.0560778	0.4029979	0.6667719	2.642299
88425	-5788.137	-5784.772	-3.365152	0.01111915	0.0716383	0.8406035	0.3458826	0	0.0188945	0.0303071	0	0.962415	0.242183	0.01069666	3.130929	0.278202	0.126336	0.129329	0.38812	0.00897719	0.069037	0.1116025	0.177261	0.177261	0.177261	0.177261	0.177261	0.177261	0.0558012	0.0558012	0.177261	0.177261	0.177261	0.177261	0.177261	0.177261	0.0558012	0.0558012	0.3545224	1.253799	2.350339
88500	-5785.022	-5785.535	0.512478	0.009970213	0.07822001	0.1853588	0.2350629	0	0.0469658	0.04248	0	0.757423	0.57077	0.008747726	2.051846	0.151315	0.154294	0.386158	0.0974032	0.00772779	0.203102	0.1341746	0.196131	0.196131	0.196131	0.196131	0.196131	0.196131	0.0670873	0.0670873	0.196131	0.196131	0.196131	0.196131	0.196131	0.196131	0.0670873	0.0670873	0.3922614	1.417638	2.621918
88575	-5786.354	-5789.129	2.774223	0.01745449	0.06576401	0.1756249	0.1592812	0	0.0329787	0.0377633	0	0.967567	0.126004	0.02237092	3.451531	0.137114	0.176632	0.215027	0.00948012	0.270029	0.191718	0.1002074	0.183447	0.183447	0.183447	0.183447	0.183447	0.183447	0.0501037	0.0501037	0.183447	0.183447	0.183447	0.183447	0.183447	0.183447	0.0501037	0.0501037	0.3668945	1.164313	2.401782
88650	-5783.587	-5787.33	3.743895	0.01048161	0.08455724	0.0636455	0.329733	0	0.0399076	0.0494135	0	0.518767	0.712347	0.005053018	0.2689729	0.0154192	0.181437	0.100097	0.127005	0.22961	0.346432	0.08894323	0.203241	0.203241	0.203241	0.203241	0.203241	0.203241	0.0444716	0.0444716	0.203241	0.203241	0.203241	0.203241	0.203241	0.203241	0.0444716	0.0444716	0.4064817	1.320435	2.616777
88725	-5780.578	-5784.815	4.237386	0.01441799	0.07196123	0.1606531	0.2757653	0	0.0376315	0.0432377	0	0.175173	0.232182	0.005751304	1.570962	0.0695938	0.11877	0.431616	0.0246736	0.235004	0.120343	0.1133583	0.192492	0.192492	0.192492	0.192492	0.192492	0.192492	0.0566791	0.0566791	0.192492	0.192492	0.192492	0.192492	0.192492	0.192492	0.0566791	0.0566791	0.3849847	0.4882242	2.536625
88800	-5788.434	-5788.007	-0.4271636	0.005725109	0.09622737	0.08234927	0.6684592	0	0.069296	0.0757851	0	0.100199	0.293429	0.02717244	5.974807	0.106403	0.16809	0.00381462	0.203983	0.176356	0.341354	0.1330148	0.205746	0.205746	0.205746	0.205746	0.205746	0.205746	0.0665074	0.0665074	0.205746	0.205746	0.205746	0.205746	0.205746	0.205746	0.0665074	0.0665074	0.4114914	0.5387096	2.734978
88875	-5789.002	-5785.031	-3.970989	0.01322933	0.07051908	0.1872154	0.02648232	0	0.0488054	0.0758645	0	0.723767	0.325823	0.00935199	9.489535	0.0455141	0.067722	0.125085	0.0791813	0.131454	0.551043	0.04485659	0.208892	0.208892	0.208892	0.208892	0.208892	0.208892	0.0224283	0.0224283	0.208892	0.208892	0.208892	0.208892	0.208892	0.208892	0.0224283	0.0224283	0.4177843	1.17426	2.596419
88950	-5790.596	-5788.228	-2.367792	0.00690417	0.09690622	0.1081956	0.3797608	0	0.046445	0.0798329	0	0.369461	0.42629	0.02848284	6.112412	0.253532	0.383254	0.106334	0.107342	0.0803524	0.0691858	0.01311201	0.197183	0.197183	0.197183	0.197183	0.197183	0.197183	0.00655601	0.00655601	0.197183	0.197183	0.197183	0.197183	0.197183	0.197183	0.00655601	0.00655601	0.3943666	0.9220295	2.392424
89025	-5785.921	-5786.889	0.9686386	0.02089872	0.06531851	0.1824118	0.7176245	0	0.0334367	0.0533189	0	0.387082	0.28381	0.01427286	3.986051	0.019523	0.113405	0.0617055	0.315791	0.419658	0.0699178	0.1210346	0.1974	0.1974	0.1974	0.1974	0.1974	0.1974	0.0605173	0.0605173	0.1974	0.1974	0.1974	0.1974	0.1974	0.1974	0.0605173	0.0605173	0.394801	0.7576474	2.610875
89100	-5788.371	-5790.566	2.195088	0.02280994	0.04756464	0.3647131	0.1471101	0	0.0299298	0.0664961	0	0.294243	0.0102892	0.0107362	2.546934	0.240611	0.036047	0.196402	0.316955	0.0866884	0.123297	0.08699612	0.192847	0.192847	0.192847	0.192847	0.192847	0.192847	0.0434981	0.0434981	0.192847	0.192847	0.192847	0.192847	0.192847	0.192847	0.0434981	0.0434981	0.3856941	0.4009577	2.488157
89175	-5786	-5788.441	2.441445	0.01898818	0.05615413	0.1239815	0.08858642	0	0.0278424	0.026026	0	0.181959	0.170865	0.01036747	4.158393	0.273655	0.288477	0.103627	0.11075	0.217405	0.0060852	0.2483447	0.196687	0.196687	0.196687	0.196687	0.196687	0.196687	0.124172	0.124172	0.196687	0.196687	0.196687	0.196687	0.196687	0.196687	0.124172	0.124172	0.3933737	0.4066925	2.856932
89250	-5784.713	-5784.984	0.2715049	0.01197257	0.07958153	0.1056479	0.2381543	0	0.0150081	0.0294625	0	1.19165	0.378699	0.01008467	1.612968	0.00690827	0.312845	0.444884	0.0215055	0.212338	0.00151907	0.1239117	0.180351	0.180351	0.180351	0.180351	0.180351	0.180351	0.0619558	0.0619558	0.180351	0.180351	0.180351	0.180351	0.180351	0.180351	0.0619558	0.0619558	0.3607021	1.614822	2.412036
89325	-5786.975	-5789.433	2.458172	0.01285877	0.09739153	0.3917772	0.414958	0	0.0448376	0.0509382	0	0.203571	0.607163	0.004465895	0.5808855	0.182683	0.19028	0.105779	0.131141	0.0836573	0.306459	0.2352494	0.191829	0.191829	0.191829	0.191829	0.191829	0.191829	0.117625	0.117625	0.191829	0.191829	0.191829	0.191829	0.191829	0.191829	0.117625	0.117625	0.3836579	0.9065101	2.772446
89400	-5787.827	-5790.046	2.219519	0.01833045	0.04440983	0.2204104	1.949258	0	0.0535542	0.0628142	0	0.0228901	0.131419	0.008177632	0.9814615	0.172183	0.345799	0.177694	0.0647215	0.154344	0.0852591	0.09435961	0.212452	0.212452	0.212452	0.212452	0.212452	0.212452	0.0471798	0.0471798	0.212452	0.212452	0.212452	0.212452	0.212452	0.212452	0.0471798	0.0471798	0.4249049	0.2706773	2.738149
89475	-5786.362	-5785.486	-0.8759112	0.007016613	0.08245668	0.05863528	0.05495714	0	0.0391732	0.065251	0	1.80489	0.149971	0.003969317	1.179129	0.164467	0.0598291	0.530726	0.134047	0.0627561	0.0481746	0.1522073	0.199605	0.199605	0.199605	0.199605	0.199605	0.199605	0.0761037	0.0761037	0.199605	0.199605	0.199605	0.199605	0.199605	0.199605	0.0761037	0.0761037	0.3992096	2.059287	2.699672
89550	-5786.297	-5788.041	1.744548	0.002903798	0.08575217	0.3508297	0.1550278	0	0.0462869	0.0546589	0	0.138063	0.149371	0.006238556	1.059187	0.108416	0.0507824	0.044432	0.183398	0.35133	0.261641	0.1332649	0.19877	0.19877	0.19877	0.19877	0.19877	0.19877	0.0666325	0.0666325	0.19877	0.19877	0.19877	0.19877	0.19877	0.19877	0.0666325	0.0666325	0.3975408	0.3883806	2.651774
89625	-5786.068	-5791.805	5.736383	0.02279282	0.08464862	0.07464921	0.09741597	0	0.0187041	0.0486566	0	0.163786	0.538866	0.006208833	0.8932298	0.247764	0.198093	0.207105	0.0821304	0.0158939	0.249014	0.1026782	0.177459	0.177459	0.177459	0.177459	0.177459	0.177459	0.0513391	0.0513391	0.177459	0.177459	0.177459	0.177459	0.177459	0.177459	0.0513391	0.0513391	0.3549174	0.7700128	2.334861
89700	-5788.492	-5787.576	-0.9160372	0.01027761	0.1118994	0.3355759	2.276519	0	0.0648181	0.0522348	0	0.245825	0.146882	0.002765925	0.4810155	0.109613	0.225265	0.0411399	0.247548	0.20538	0.171054	0.08963708	0.200607	0.200607	0.200607	0.200607	0.200607	0.200607	0.0448185	0.0448185	0.200607	0.200607	0.200607	0.200607	0.200607	0.200607	0.0448185	0.0448185	0.4012148	0.5097593	2.586563
89775	-5791.696	-5791.205	-0.49056	0.01203787	0.06424356	0.9462161	1.85884	0	0.0847931	0.138505	0	0.255548	0.179056	0.007005666	0.8420542	0.0396864	0.599596	0.00553457	0.00692156	0.3342	0.0140619	0.07775409	0.219685	0.219685	0.219685	0.219685	0.219685	0.219685	0.038877	0.038877	0.219685	0.219685	0.219685	0.219685	0.219685	0.219685	0.038877	0.038877	0.4393709	0.6579029	2.791734
89850	-5793.175	-5788.813	-4.361427	0.01156938	0.08342564	0.3190262	1.039963	0	0.0650169	0.104683	0	0.26719	2.42042	0.01664228	3.325739	0.265024	0.195346	0.165291	0.0794013	0.233448	0.0614899	0.08388489	0.210153	0.210153	0.210153	0.210153	0.210153	0.210153	0.0419424	0.0419424	0.210153	0.210153	0.210153	0.210153	0.210153	0.210153	0.0419424	0.0419424	0.4203057	2.857305	2.689604
89925	-5782.098	-5783.982	1.883662	0.01377098	0.08265586	0.05187324	0.1218362	0	0.0304239	0.023218	0	0.436751	0.182391	0.007755009	2.811341	0.00358687	0.141463	0.251001	0.27234	0.226152	0.105458	0.1765588	0.188735	0.188735	0.188735	0.188735	0.188735	0.188735	0.0882794	0.0882794	0.188735	0.188735	0.188735	0.188735	0.188735	0.188735	0.0882794	0.0882794	0.3774706	0.6727838	2.617941
90000	-5783.817	-5785.914	2.097069	0.01268954	0.08519655	1.09579	0.2107241	0	0.0384839	0.0626657	0	0.205962	0.125553	0.009572251	2.074364	0.00185754	0.19288	0.371799	0.0794768	0.281138	0.0728491	0.1305927	0.196965	0.196965	0.196965	0.196965	0.196965	0.196965	0.0652963	0.0652963	0.196965	0.196965	0.196965	0.196965	0.196965	0.196965	0.0652963	0.0652963	0.3939308	0.4326646	2.62477
90075	-5784.314	-5786.649	2.335568	0.008507131	0.09879716	0.1426023	0.3671454	0	0.0510086	0.0656032	0	0.269923	0.206904	0.01093791	2.863284	0.000678767	0.532331	0.0954392	0.130536	0.214395	0.0266198	0.1711556	0.201766	0.201766	0.201766	0.201766	0.201766	0.201766	0.0855778	0.0855778	0.201766	0.201766	0.201766	0.201766	0.201766	0.201766	0.0855778	0.0855778	0.403531	0.5934386	2.763497
90150	-5790.695	-5787.772	-2.923334	0.009917011	0.06987039	0.5726862	0.4682936	0	0.0419507	0.0418358	0	0.81676	0.670558	0.003740343	0.9475173	0.00121945	0.171031	0.198217	0.50087	0.0388992	0.0897632	0.2110357	0.190515	0.190515	0.190515	0.190515	0.190515	0.190515	0.105518	0.105518	0.190515	0.190515	0.190515	0.190515	0.190515	0.190515	0.105518	0.105518	0.3810299	1.571105	2.708251
90225	-5789.04	-5791.811	2.770845	0.01863707	0.0984153	0.4062487	0.6334149	0	0.0785164	0.0707061	0	0.100976	0.187673	0.004297545	1.427015	0.207753	0.0119547	0.0243003	0.541237	0.178629	0.0361259	0.07771472	0.200013	0.200013	0.200013	0.200013	0.200013	0.200013	0.0388574	0.0388574	0.200013	0.200013	0.200013	0.200013	0.200013	0.200013	0.0388574	0.0388574	0.4000258	0.4378712	2.555584
90300	-5788.369	-5789.939	1.569277	0.006047546	0.1203209	0.2641414	0.08691994	0	0.0308591	0.0327434	0	0.724721	0.395382	0.008104223	1.027073	0.0926176	0.135942	0.272183	0.172054	0.129733	0.19747	0.07691882	0.177881	0.177881	0.177881	0.177881	0.177881	0.177881	0.0384594	0.0384594	0.177881	0.177881	0.177881	0.177881	0.177881	0.177881	0.0384594	0.0384594	0.3557621	1.183705	2.28841
90375	-5785.76	-5785.65	-0.1099623	0.01085875	0.07520154	1.464673	0.4835625	0	0.0319435	0.0662961	0	0.142417	0.0808251	0.008954678	2.057315	0.0855656	0.00231763	0.00818592	0.0203296	0.352683	0.530918	0.1274008	0.206983	0.206983	0.206983	0.206983	0.206983	0.206983	0.0637004	0.0637004	0.206983	0.206983	0.206983	0.206983	0.206983	0.206983	0.0637004	0.0637004	0.4139655	0.3214813	2.738595
90450	-5781.514	-5783.858	2.344379	0.01234414	0.06404316	0.2846675	0.2270938	0	0.0247448	0.0460919	0	0.113971	0.166641	0.004094746	1.796897	0.191643	0.386684	0.0479489	0.0164486	0.159271	0.198005	0.1183165	0.186763	0.186763	0.186763	0.186763	0.186763	0.186763	0.0591582	0.0591582	0.186763	0.186763	0.186763	0.186763	0.186763	0.186763	0.0591582	0.0591582	0.3735252	0.3514489	2.477784
90525	-5789.264	-5787.753	-1.510793	0.01610727	0.0722412	0.5680502	1.161401	0	0.040539	0.0428512	0	0.276309	0.21142	0.02943914	5.629938	0.133319	0.0493136	0.28683	0.0928189	0.320905	0.116813	0.07336814	0.193763	0.193763	0.193763	0.193763	0.193763	0.193763	0.0366841	0.0366841	0.193763	0.193763	0.193763	0.193763	0.193763	0.193763	0.0366841	0.0366841	0.3875268	0.5711194	2.471897
90600	-5796.098	-5787.009	-9.088171	0.01316586	0.08739927	0.1933209	0.665116	0	0.0150373	0.0433753	0	1.13573	2.52378	0.03202816	6.366839	0.312457	0.228274	0.073909	0.0391832	0.228733	0.117444	0.2063991	0.196892	0.196892	0.196892	0.196892	0.196892	0.196892	0.1032	0.1032	0.196892	0.196892	0.196892	0.196892	0.196892	0.196892	0.1032	0.1032	0.3937846	3.717923	2.775506
90675	-5783.63	-5786.012	2.382507	0.01586964	0.05889683	0.2859029	0.1772298	0	0.0171678	0.0474604	0	0.128634	0.0883002	0.01347516	4.25046	0.0489188	0.241663	0.0873381	0.0583334	0.51478	0.0489669	0.1514844	0.200145	0.200145	0.200145	0.200145	0.200145	0.200145	0.0757422	0.0757422	0.200145	0.200145	0.200145	0.200145	0.200145	0.200145	0.0757422	0.0757422	0.400289	0.2815626	2.704703
90750	-5787.416	-5785.893	-1.52265	0.009953498	0.07181525	0.7259367	0.3773948	0	0.0114905	0.0557799	0	0.206923	0.256256	0.02790854	4.846394	0.0425497	0.189364	0.25609	0.0593794	0.446142	0.00647461	0.09135191	0.185985	0.185985	0.185985	0.185985	0.185985	0.185985	0.045676	0.045676	0.185985	0.185985	0.185985	0.185985	0.185985	0.185985	0.045676	0.045676	0.3719709	0.5304494	2.414529
90825	-5788.973	-5788.364	-0.6094162	0.008120366	0.08617056	0.2506294	0.1927685	0	0.0432421	0.0687887	0	0.143894	2.51657	0.008375602	1.525881	0.343326	0.0368062	0.0753132	0.154663	0.0374009	0.35249	0.05968534	0.180507	0.180507	0.180507	0.180507	0.180507	0.180507	0.0298427	0.0298427	0.180507	0.180507	0.180507	0.180507	0.180507	0.180507	0.0298427	0.0298427	0.3610143	2.772493	2.285457
90900	-5784.987	-5785.904	0.9174039	0.01895488	0.07048571	0.072019	0.06883431	0	0.0524672	0.0455067	0	0.420781	0.468008	0.002267268	1.500343	0.0498096	0.0165906	0.374146	0.0293817	0.468355	0.0617174	0.1024086	0.205197	0.205197	0.205197	0.205197	0.205197	0.205197	0.0512043	0.0512043	0.205197	0.205197	0.205197	0.205197	0.205197	0.205197	0.0512043	0.0512043	0.4103948	0.9867623	2.667186
90975	-5785.77	-5785.317	-0.452696	0.01365583	0.08185911	1.410135	0.1867364	0	0.0330624	0.0558135	0	0.347767	0.398881	0.009679609	2.328695	0.297881	0.193787	0.0292117	0.0727949	0.243926	0.162399	0.08559087	0.195407	0.195407	0.195407	0.195407	0.195407	0.195407	0.0427954	0.0427954	0.195407	0.195407	0.195407	0.195407	0.195407	0.195407	0.0427954	0.0427954	0.3908144	0.835524	2.516068
91050	-5787.14	-5785.43	-1.709682	0.01164687	0.08023264	0.7432205	0.9307133	0	0.0500337	0.0952301	0	0.555971	0.0676732	0.00332858	1.083138	0.010984	0.0295117	0.359246	0.245586	0.0449569	0.309715	0.08758949	0.208166	0.208166	0.208166	0.208166	0.208166	0.208166	0.0437947	0.0437947	0.208166	0.208166	0.208166	0.208166	0.208166	0.208166	0.0437947	0.0437947	0.4163318	0.7689083	2.67317
91125	-5785.426	-5786.21	0.7842413	0.01253105	0.06533107	0.2488335	0.07285943	0	0.0121551	0.0567365	0	0.0521042	0.180827	0.01429936	5.207924	0.0217008	0.345308	0.318204	0.11131	0.0213469	0.182131	0.1742196	0.194589	0.194589	0.194589	0.194589	0.194589	0.194589	0.0871098	0.0871098	0.194589	0.194589	0.194589	0.194589	0.194589	0.194589	0.0871098	0.0871098	0.3891788	0.3018224	2.683512
